
00000,0.0078633249
00001,0.0333094335
00002,0.0892453896
00003,0.2345132543
00004,0.4965884049
00005,1.6690079782
00006,1.1500030154
00007,3.4009803790
00008,2.5338416646
00009,0.9121019187
00010,1.0177890824
00011,1.5181757536
00012,1.1667284923
00013,-1.0296688338
00014,-1.0965213586
00015,-0.4714404323
00016,1.3410318583
00017,-0.7206035970
00018,-0.3493436599
00019,-1.6336308009
00020,0.9446058166
00021,0.2174830644
00022,0.2381797181
00023,1.2016753859
00024,0.4407634803
00025,0.6897486749
00026,-1.1191299564
00027,-0.4976770440
00028,0.7420264794
00029,0.6149598806
00030,-0.2637842806
00031,-1.3254893413
00032,-1.2067487627
00033,-0.7612059436
00034,1.2650884322
00035,2.3353012861
00036,-0.3498695945
00037,-1.2825154949
00038,0.1235353668
00039,-0.4165036353
00040,-0.6548277380
00041,1.0064232572
00042,0.2906512011
00043,-0.3558376579
00044,-0.4467235870
00045,-0.7722141206
00046,-0.2715193308
00047,0.3111141862
00048,-0.6334166395
00049,-1.1184912521
00050,0.7491340538
00051,1.3420825195
00052,1.3896790114
00053,-0.7751572507
00054,-0.3884683047
00055,-0.0194442609
00056,-0.7675577514
00057,-0.1566918469
00058,0.7941328831
00059,0.8741755339
00060,-0.9383446521
00061,-0.7029754832
00062,-0.1999574571
00063,0.4497952362
00064,-0.1411009534
00065,0.3846492933
00066,0.4556405439
00067,-0.2363422430
00068,-0.0734059623
00069,0.1817695635
00070,0.2665854390
00071,-0.6950727182
00072,-0.6864833955
00073,0.5543589511
00074,0.2795953003
00075,-0.2543588327
00076,0.5741242196
00077,0.6203523316
00078,0.2275204960
00079,-0.3134635234
00080,-0.5654142424
00081,-0.4533665935
00082,-0.5832731062
00083,-0.6069558932
00084,0.4261088161
00085,0.3244485237
00086,-0.1964656682
00087,0.4219521428
00088,0.3129894610
00089,-0.1394946534
00090,0.0661169910
00091,-0.4256333700
00092,-0.8457081869
00093,-0.4332859800
00094,-0.2324949310
00095,0.3472242791
00096,1.0176914584
00097,0.6052595090
00098,-0.0630343899
00099,-0.2594937107
00100,-0.2695965172
00101,-0.4630620100
00102,0.0682922558
00103,0.4224651163
00104,-0.1125962612
00105,-0.4342604332
00106,-0.0424022806
00107,0.0542609664
00108,0.1701042041
00109,0.6599887354
00110,0.4113981384
00111,-0.1090416273
00112,-0.5281900026
00113,-0.5575040974
