
00000,0.0000000000
00001,0.0000076009
00002,0.0004216165
00003,0.0093703084
00004,0.0384469556
00005,0.1162998659
00006,0.4988672768
00007,0.9288369810
00008,2.0111796581
00009,2.4438542814
00010,2.5060497981
00011,3.3425391165
00012,3.5248464293
00013,3.5248969237
00014,2.6798793041
00015,3.4223062733
00016,3.8267773945
00017,3.6159159578
00018,3.7126075699
00019,3.8650559358
00020,4.1928136649
00021,4.1361508562
00022,3.2605791814
00023,3.9613034236
00024,4.5528162330
00025,5.1296960072
00026,3.9281763545
00027,2.6895088075
00028,3.1449235696
00029,3.9705282661
00030,4.7070595856
00031,3.4094221184
00032,2.5549602263
00033,3.2960762473
00034,3.3936506457
00035,3.2729808244
00036,3.6863128968
00037,3.5792376983
00038,3.2263074772
00039,2.2006977628
00040,2.3112320766
00041,3.9771895273
00042,4.1886695480
00043,2.6489094294
00044,1.9817849003
00045,3.0956700705
00046,4.0128480869
00047,4.7305397439
00048,2.9444094611
00049,3.3670403600
00050,4.2619739579
00051,4.0553848638
00052,4.7615373195
00053,4.5835457410
00054,5.7281507617
00055,4.0621796458
00056,2.7789136427
00057,3.1420304932
00058,5.1011953665
00059,5.1787025139
00060,3.5648573521
00061,3.8910889049
00062,2.4827091110
00063,4.7745877255
00064,4.0694370204
00065,5.0762132213
00066,3.1955915599
00067,2.6202250949
00068,4.9520951795
00069,4.4553908435
00070,3.2633959707
00071,2.4300795056
00072,3.4861472818
00073,4.7238232357
00074,3.0790760820
00075,2.4649201292
00076,4.1170294179
00077,3.0459317203
00078,2.5278417937
00079,2.6683705429
00080,2.7460528632
00081,1.5518567647
00082,2.4529732459
00083,2.4936992264
00084,4.4283294035
00085,2.7914232407
00086,2.3988658841
00087,4.5884474612
00088,3.1991233489
00089,1.9046246196
00090,3.8709091813
00091,2.6177451747
00092,3.4494288314
00093,3.6377085711
00094,2.5008107122
00095,4.0400452089
00096,5.8749930163
00097,6.1565852746
00098,5.9526291121
00099,5.0955026133
00100,4.2480583832
00101,2.9218288782
00102,5.2378848538
00103,5.2313155778
00104,4.1348331896
00105,4.0651829176
00106,5.6114849429
00107,3.1107857093
00108,4.6616041340
00109,5.6571984622
00110,5.6369477809
00111,3.6601542532
00112,2.4171330933
00113,3.2314856443
00114,3.7995543657
00115,3.2317824084
00116,5.1049938153
00117,5.5757760503
00118,5.6348289654
00119,3.6184664347
00120,5.2150175251
00121,5.9008593850
00122,4.1619863302
00123,4.4329227555
00124,4.7346481393
00125,3.1724524272
00126,4.9048370832
00127,4.1757634374
00128,5.4906805372
00129,2.8912278355
00130,1.9181826708
00131,1.8747585212
00132,4.7852017925
00133,5.3261494220
00134,1.9450364439
00135,1.1965681836
00136,2.7148997493
