
00000,0.0063612733
00001,0.0133981124
00002,0.0110538091
00003,0.0009724297
00004,-0.0102898736
00005,-0.0164489552
00006,-0.0122729203
00007,-0.0004322341
00008,0.0098315071
00009,0.0146723191
00010,0.0079813246
00011,-0.0054699590
00012,-0.0187635160
00013,-0.0179944989
00014,-0.0041535086
00015,0.0133668118
00016,0.0224116095
00017,0.0134016145
00018,-0.0059836271
00019,-0.0235160368
00020,-0.0292958163
00021,-0.0160050398
00022,0.0078309428
00023,0.0269346982
00024,0.0272443603
00025,0.0095483223
00026,-0.0182871759
00027,-0.0386732074
00028,-0.0344212463
00029,-0.0074942565
00030,0.0279072014
00031,0.0475585953
00032,0.0373652492
00033,-0.0008249713
00034,-0.0417931402
00035,-0.0547258806
00036,-0.0317629625
00037,0.0167268539
00038,0.0580920256
00039,0.0630271343
00040,0.0253779662
00041,-0.0324743264
00042,-0.0783725444
00043,-0.0739448581
00044,-0.0154532065
00045,0.0614398376
00046,0.0480477822
